prior_score,attendance_rate,parental_income,class_size,learning_disability,after_school_tutoring,final_score
54.2,85.5,42458.26,29,1,0,65.1
82.2,72.0,79622.99,39,0,0,87.2
40.1,72.9,53911.66,22,0,0,55.4
44.9,83.9,89834.61,26,0,0,77.6
79.7,91.9,100814.46,37,1,0,89.2
58.3,61.8,53812.16,39,0,0,80.8
68.4,85.7,80854.91,24,0,0,74.5
57.6,89.1,124004.23,35,0,0,79.9
95.3,82.6,99633.3,17,0,0,98.3
45.7,90.2,40728.22,20,0,1,79.4
69.2,80.7,54580.57,39,0,1,95.7
87.5,72.5,60702.51,36,0,0,90.7
59.4,87.1,37510.91,29,0,0,73.5
53.7,89.0,102231.71,28,0,0,69.3
76.5,93.2,43369.96,17,1,1,99.9
80.1,41.0,56913.5,32,0,0,72.8
53.0,86.3,102326.12,35,0,0,81.0
86.9,74.8,47786.74,38,0,0,93.1
65.8,79.0,50599.45,38,0,0,78.5
72.6,62.8,70899.96,31,0,0,78.1
87.3,92.5,48802.81,28,0,0,93.7
76.5,84.1,128837.28,28,0,0,89.8
65.0,75.6,37883.75,30,0,0,78.1
54.9,53.2,19007.59,33,0,0,69.3
100.0,90.9,91262.78,25,0,0,100.0
53.2,86.7,50071.92,19,0,1,91.9
69.8,72.5,39982.0,15,0,0,85.9
72.6,89.8,72544.61,36,0,0,86.9
73.4,84.2,73842.93,34,0,0,73.2
96.9,63.4,40907.08,39,0,0,97.5
65.7,90.9,108384.97,32,0,0,86.2
63.6,93.3,92128.4,28,0,0,85.5
88.3,80.3,160698.73,19,0,0,100.0
63.0,95.0,47604.52,19,0,0,86.3
78.1,82.5,64739.99,36,0,0,82.6
67.9,81.8,67283.2,19,0,0,88.2
78.8,80.6,50844.46,24,0,0,81.2
75.9,85.8,73248.24,24,0,0,89.0
59.0,90.4,76055.01,23,0,0,85.7
37.3,87.5,76072.33,28,0,0,72.1
39.9,94.2,50856.0,15,0,0,70.6
37.4,88.6,53924.44,38,0,0,67.3
63.6,95.5,45091.66,20,0,0,84.4
29.7,79.4,41133.94,39,0,1,75.9
62.6,61.9,57989.98,21,0,0,76.2
67.0,55.1,127805.65,26,0,0,82.8
77.8,88.9,165963.74,29,0,0,100.0
72.6,72.1,115488.83,30,0,0,92.3
78.5,71.8,47479.86,17,0,1,99.1
71.2,88.3,73411.5,30,0,0,84.3
60.1,85.4,21515.81,22,0,1,96.4
63.4,60.8,55409.04,28,0,0,72.0
52.2,46.0,49302.16,17,0,0,69.5
68.4,73.1,152843.31,26,0,0,89.1
41.2,89.9,68200.33,28,0,0,64.0
81.0,71.8,61412.02,33,0,0,83.9
50.7,87.6,57860.08,18,0,0,57.7
67.3,83.2,51770.13,26,0,0,79.3
69.8,59.9,78102.6,17,0,0,83.2
82.4,89.8,42993.27,36,0,0,100.0
39.8,97.2,78820.95,37,0,1,86.5
60.1,85.8,122501.47,30,0,0,80.8
73.2,55.8,63343.04,17,0,0,76.4
91.3,70.2,51166.2,17,0,0,88.4
64.4,58.4,57661.2,21,0,1,94.0
56.1,77.7,109135.2,24,0,0,75.8
95.4,88.8,64190.39,39,0,0,93.9
77.0,86.2,44149.33,30,0,0,86.9
85.6,67.2,89709.04,27,0,0,93.8
46.9,71.7,41967.64,33,0,1,80.5
72.8,79.3,53278.4,20,0,0,88.3
48.8,87.5,67143.1,35,0,0,78.3
45.4,93.7,39994.01,38,0,1,90.7
73.7,96.4,24508.97,23,0,0,86.4
74.8,87.3,74960.88,38,0,0,74.6
57.8,96.5,20011.86,28,0,0,68.9
86.5,84.2,37673.76,31,0,0,82.5
59.5,83.4,88352.79,21,0,0,83.7
61.0,97.7,73835.85,22,0,0,86.2
64.5,95.0,55328.02,19,0,0,83.5
61.4,76.2,38263.54,34,0,0,71.2
84.2,71.1,48266.46,37,0,0,84.5
49.4,62.2,79877.0,26,0,1,100.0
53.7,90.9,56039.76,36,0,0,76.4
47.1,78.7,32287.02,16,0,0,65.2
93.3,76.2,38562.54,30,0,0,94.5
60.1,90.2,48179.5,39,0,0,68.6
53.5,88.0,71933.02,17,0,0,78.0
60.7,72.7,63087.68,29,0,0,73.1
77.7,91.8,32105.19,31,0,0,87.6
75.0,64.1,117421.84,30,0,0,81.8
56.4,97.0,41297.18,17,0,0,84.8
59.0,70.6,74646.82,29,0,0,69.7
43.2,90.1,37283.95,15,0,0,64.4
67.1,74.1,207101.82,26,0,0,87.7
84.2,67.0,116134.99,24,1,0,79.5
56.3,69.2,40651.59,37,0,0,67.3
74.5,49.2,62581.83,20,0,0,79.1
56.3,80.8,35788.66,22,0,1,88.8
48.6,89.8,50111.55,34,0,0,71.2
75.2,65.1,73974.31,20,0,0,95.3
100.0,77.6,91356.4,33,0,0,100.0
73.2,66.3,32234.96,18,0,0,76.1
58.8,70.4,41180.55,36,0,0,76.8
59.8,81.0,95882.88,30,0,0,73.9
93.6,82.3,116070.9,19,0,0,100.0
69.6,45.8,40677.75,30,0,1,78.9
53.5,84.2,96609.04,32,0,0,80.4
64.1,69.0,32280.02,39,0,0,66.8
68.2,70.1,51598.58,27,0,1,88.9
72.0,81.7,33785.8,27,0,0,82.2
87.7,81.2,48880.41,32,0,0,95.1
84.1,57.6,155536.57,22,0,0,98.8
68.0,86.9,58252.92,35,0,0,77.1
64.4,54.4,52001.83,21,0,0,76.9
70.9,70.8,45144.01,36,1,1,84.3
55.9,82.9,51538.84,29,0,0,71.1
79.7,79.1,39964.47,16,0,1,97.2
61.9,51.6,64112.96,18,1,0,61.4
72.4,78.1,58906.28,30,1,0,69.2
90.7,49.6,47633.72,26,0,0,87.4
73.3,85.8,45586.44,30,0,0,75.9
68.5,89.3,65605.71,39,0,0,84.5
57.2,85.3,41578.45,37,0,0,69.3
63.8,68.0,53100.01,31,0,0,68.8
48.0,89.6,47781.35,34,0,0,73.2
73.0,89.9,19869.71,24,0,1,100.0
33.0,85.7,92046.19,29,0,0,66.0
79.5,94.9,23948.82,33,0,1,100.0
76.0,71.5,24732.13,28,0,0,77.6
66.5,84.5,93682.67,15,0,0,78.0
57.0,86.0,34398.48,35,0,1,92.8
64.8,74.1,21200.04,39,0,1,81.1
38.4,88.8,116854.84,18,0,0,73.0
77.4,74.9,43520.63,16,0,0,75.5
62.5,86.2,109904.41,37,1,1,95.6
87.7,73.4,37887.04,22,0,0,95.3
70.9,85.2,26324.6,16,0,0,82.4
68.5,90.6,50979.46,25,0,1,100.0
71.0,91.8,32728.37,24,0,0,89.2
50.4,80.0,73286.14,25,0,0,71.2
58.2,65.2,83958.52,23,0,0,83.4
67.0,94.4,95306.53,38,0,0,83.4
60.5,85.6,51235.64,18,0,0,71.8
56.4,87.3,119392.13,18,0,0,76.5
60.8,65.4,37652.72,35,0,0,74.6
65.7,84.9,64026.4,15,0,0,80.1
99.8,83.3,55872.12,37,0,0,96.2
60.1,91.0,160542.35,18,0,0,92.2
54.8,63.6,109523.92,15,0,0,67.3
62.7,61.3,60844.59,18,0,0,87.3
87.5,86.1,66119.75,18,0,0,88.7
88.6,96.8,129028.52,15,0,0,100.0
94.2,58.4,41118.21,28,0,0,92.2
65.9,68.4,21665.31,30,0,0,71.7
74.6,97.3,36907.65,23,0,0,91.2
49.2,93.2,48666.74,38,0,0,73.4
59.7,56.7,118229.21,39,0,0,74.5
48.3,70.8,100497.39,21,0,0,74.2
72.1,78.4,58575.39,28,1,1,81.6
65.6,85.1,75605.94,19,0,0,80.0
68.4,74.9,42005.18,28,1,1,91.5
52.3,83.5,170120.95,27,0,0,79.1
77.8,95.5,109813.83,37,0,0,92.6
28.9,91.2,61498.94,16,0,1,83.4
61.2,72.6,57710.67,37,0,0,64.8
63.4,82.1,85029.5,34,0,0,84.1
34.7,71.4,58186.74,26,0,0,59.0
70.8,76.4,24084.16,35,0,0,70.8
62.4,90.8,128879.32,21,0,0,95.6
73.4,76.5,107400.42,16,0,0,89.4
95.0,92.9,72113.9,35,0,0,100.0
69.9,83.1,48542.61,32,0,1,95.8
79.6,76.9,60168.76,24,1,0,86.3
85.7,84.2,15963.49,20,0,0,92.5
72.4,91.1,34416.97,38,0,0,77.8
52.0,83.1,144863.78,21,0,0,69.8
40.4,74.3,77546.64,26,0,1,89.6
70.6,59.7,22598.76,35,0,0,72.4
59.0,76.3,39582.39,30,0,0,69.8
84.3,85.5,22864.83,33,0,1,99.0
57.9,87.6,40528.9,34,0,0,63.9
64.8,87.1,55128.29,32,0,0,79.3
47.6,82.7,133359.32,36,0,0,73.6
59.8,92.7,88659.2,28,0,0,78.3
50.9,82.4,51478.89,29,0,0,69.6
52.2,86.6,52758.96,22,1,1,94.1
64.2,77.9,40124.14,38,0,0,72.6
55.9,76.3,103275.96,29,0,0,82.5
100.0,93.2,109619.57,39,0,1,100.0
77.5,87.5,30664.63,35,0,0,90.3
81.3,94.2,25328.18,26,0,0,87.2
63.3,78.5,51059.24,36,1,0,60.8
66.6,84.5,54287.21,32,1,0,79.7
58.6,77.2,68140.89,24,0,0,80.1
100.0,91.2,25916.89,34,0,1,100.0
63.4,67.6,41864.41,28,0,0,75.9
55.9,94.8,57457.37,33,0,0,75.3
53.7,63.2,40562.51,39,0,1,89.2
70.0,91.5,91943.59,30,0,0,89.5
86.3,80.2,152400.37,36,0,0,96.8
81.3,96.0,45737.77,36,1,0,81.3
53.7,81.1,93395.6,34,1,0,62.6
53.3,49.1,50081.82,20,0,0,58.4
83.7,92.5,37605.82,27,0,0,89.5
96.5,78.2,41935.15,25,0,0,92.2
62.8,94.5,87931.59,15,0,0,94.4
83.1,91.9,43442.26,23,0,0,85.0
43.0,78.5,47904.82,33,0,1,82.2
52.3,91.2,33795.53,19,0,0,68.3
49.9,88.9,82204.44,21,0,0,77.7
71.2,98.9,75288.3,16,0,1,100.0
62.3,79.0,123935.16,34,0,0,91.7
68.6,62.4,80672.3,29,0,0,86.3
83.3,74.2,73603.98,20,0,0,90.7
55.2,92.7,80148.8,15,0,0,72.8
66.4,92.4,52682.15,36,0,0,81.9
44.9,82.7,63263.12,19,0,0,69.1
82.5,92.0,95377.3,16,0,0,88.4
81.4,86.6,39731.19,36,0,0,85.6
70.4,75.0,140202.17,35,0,0,88.8
66.8,94.0,82371.27,28,0,0,84.5
57.4,67.4,164486.12,31,0,0,76.4
44.1,58.2,33265.37,26,1,1,74.9
69.6,79.3,33263.31,20,0,0,78.3
76.3,80.1,72114.19,21,0,0,89.4
95.3,96.8,63689.87,30,0,0,95.3
59.1,90.9,47642.03,39,0,0,80.4
69.1,94.4,31739.55,27,0,1,99.5
81.7,68.3,52371.86,16,0,0,79.7
82.2,70.2,66740.2,36,0,0,87.8
55.7,70.5,31124.55,36,0,0,67.2
60.8,72.0,48767.06,31,0,0,72.2
57.1,67.8,72491.0,38,0,1,82.5
51.5,83.3,88773.95,19,0,0,72.9
87.1,70.3,51890.05,16,0,0,86.7
65.9,94.5,40113.74,35,0,0,76.7
63.9,68.5,63424.69,34,0,0,79.5
68.7,74.7,53993.42,37,0,0,74.5
65.8,98.2,28781.12,38,0,0,89.2
61.7,87.2,47798.29,15,0,0,90.1
53.6,90.5,44583.06,15,0,1,94.3
88.5,75.5,60560.1,22,0,0,85.6
56.4,88.1,41487.26,25,0,0,66.7
51.0,82.2,45514.16,26,1,1,86.2
63.8,90.9,54661.32,18,0,0,79.0
97.4,54.4,82387.97,38,0,0,90.1
52.7,73.9,62718.1,21,1,1,85.1
75.6,88.6,226941.54,39,0,0,95.4
61.3,80.6,31810.58,27,0,1,100.0
68.7,69.0,94451.62,21,0,0,85.2
78.8,84.1,57581.71,18,0,0,96.3
39.2,80.0,29818.63,26,0,0,64.7
51.6,78.0,49553.2,35,0,0,71.8
78.6,84.6,28092.65,37,0,0,78.8
66.5,96.8,62400.18,32,0,0,69.1
68.2,85.6,51405.77,27,0,0,85.7
75.7,95.8,42506.96,33,0,0,85.6
51.7,91.5,35240.02,17,0,0,82.2
80.8,92.1,99543.65,28,0,0,91.9
77.3,69.3,55279.03,30,0,0,82.9
68.6,87.0,66486.21,39,0,0,79.6
72.0,48.9,65410.22,16,0,0,84.6
82.5,81.3,63198.44,34,0,0,76.6
56.1,92.2,50854.63,38,0,0,75.4
74.9,86.6,127874.76,15,0,0,90.3
91.2,76.3,183168.3,39,0,0,100.0
74.6,42.0,123494.23,28,0,0,90.5
61.7,89.9,60519.63,36,0,0,72.1
99.8,90.0,58469.15,18,0,0,96.5
68.5,90.0,103401.92,19,0,0,96.9
86.0,85.7,40994.14,21,0,0,89.0
58.7,88.7,140808.67,25,0,0,81.9
81.0,85.9,88939.47,26,1,0,79.5
56.8,92.5,52059.06,22,0,0,67.4
69.9,66.5,68937.28,35,0,0,86.4
55.9,80.2,81915.38,21,0,0,82.9
93.5,79.1,48350.84,17,0,0,86.4
61.7,79.9,100426.66,16,0,0,79.7
48.4,95.9,113143.77,32,0,0,68.5
66.4,87.0,52505.88,24,1,1,95.9
73.1,77.1,47201.2,33,0,1,99.1
64.6,61.4,56800.17,36,0,0,68.1
52.8,94.3,33576.63,29,0,1,88.2
80.6,94.3,26009.37,31,1,0,83.5
83.9,89.5,48212.24,33,0,0,89.1
40.3,78.0,37049.97,17,0,1,80.6
51.8,72.4,145126.22,27,0,0,82.2
62.6,86.2,47662.29,16,1,1,90.8
57.0,84.7,75196.02,29,0,0,82.2
72.9,97.2,43734.65,31,0,0,89.2
92.6,92.2,145964.35,15,0,0,100.0
59.3,96.0,54341.7,28,0,0,73.0
88.7,51.1,32150.11,15,1,1,99.1
43.0,80.7,83711.11,38,0,0,66.5
71.8,79.8,68167.38,36,0,0,82.7
56.1,73.4,109265.25,39,0,0,67.8
72.2,68.1,55433.64,25,0,0,76.6
38.6,89.9,63192.34,17,0,0,61.2
45.7,80.8,28178.2,27,0,1,87.1
72.1,82.8,90920.75,37,0,0,89.8
55.5,77.3,61781.34,36,0,0,70.0
60.2,75.1,56269.11,23,0,0,75.2
92.5,95.9,53388.71,29,0,0,96.8
67.1,96.4,51992.8,23,0,0,91.2
78.5,65.3,91538.05,39,0,0,73.8
53.6,71.7,37692.09,21,0,0,62.7
44.9,57.3,86833.42,39,0,0,61.7
63.8,66.7,26831.39,21,0,1,91.0
42.6,90.6,22964.87,39,0,0,59.6
54.5,74.5,121220.21,16,0,0,70.0
68.6,80.2,35902.4,16,0,0,82.5
63.3,83.5,63126.58,37,0,0,85.8
70.0,57.9,52365.2,36,1,1,78.4
74.0,67.5,71117.37,36,0,0,83.4
47.1,78.7,61432.83,35,0,1,92.9
50.9,93.1,100861.64,15,0,0,80.0
32.3,67.8,29301.71,37,0,0,57.5
59.4,78.4,83739.46,32,0,0,74.6
76.1,72.4,58357.8,30,0,0,78.5
87.4,99.3,27830.01,38,0,0,97.8
67.9,75.3,45938.07,24,0,0,79.8
85.6,72.2,26850.91,37,0,0,85.8
70.8,77.1,25935.97,30,0,0,78.7
66.6,82.6,48131.02,27,0,0,71.3
55.8,89.5,108355.05,16,0,0,77.4
29.2,72.3,70004.25,16,1,0,48.3
83.3,76.6,114655.71,24,0,0,100.0
64.2,78.4,62191.62,38,0,0,71.2
85.8,65.4,129947.23,26,0,0,91.3
50.8,75.3,123413.7,19,1,0,68.9
100.0,78.1,37234.87,22,0,0,85.1
61.3,71.0,62037.87,31,0,0,73.1
54.6,89.2,41722.09,23,0,0,66.4
61.8,90.3,55691.96,38,0,1,100.0
67.6,83.1,137187.81,36,0,0,91.2
64.0,97.1,43442.5,29,0,1,91.8
57.3,96.8,33087.83,27,0,1,93.3
37.9,48.5,34200.61,28,0,1,70.7
52.9,49.5,49132.02,22,0,0,59.2
81.1,95.3,389527.45,31,0,0,100.0
51.8,92.8,125042.77,25,1,0,66.1
39.2,93.1,14235.93,22,0,1,85.5
49.2,71.6,58811.79,28,0,0,72.9
63.7,70.0,43718.23,15,0,0,69.7
53.6,88.9,98042.99,26,0,0,72.5
60.8,71.2,33206.42,34,0,0,81.9
53.0,85.4,35659.86,24,0,0,70.7
80.1,78.9,44992.76,26,0,0,84.3
72.4,84.7,42367.92,33,0,0,77.1
98.3,90.2,82931.67,29,0,0,99.1
59.3,78.7,50651.52,17,0,0,74.9
60.7,91.6,98876.18,23,0,0,88.1
82.8,93.9,39927.8,22,0,0,84.6
70.9,87.3,92307.38,24,0,0,85.6
50.9,79.4,33572.93,22,0,1,96.3
73.3,90.5,81420.05,30,0,0,79.6
70.9,80.7,46632.71,25,0,0,87.2
38.1,71.1,93509.44,37,0,0,73.2
55.2,95.9,17668.52,38,1,1,84.4
67.9,89.4,40472.25,38,0,1,100.0
86.7,59.0,107383.57,36,0,0,81.4
75.5,61.2,54126.45,22,0,0,79.4
56.5,83.2,25575.02,32,0,0,75.3
54.4,78.7,42045.43,21,1,0,53.3
77.0,97.4,72532.66,17,0,0,97.8
28.6,98.3,39916.46,22,0,1,95.5
52.9,92.4,106993.81,19,0,0,75.4
86.1,77.5,103006.81,19,0,0,99.3
69.5,77.4,83604.88,33,0,0,87.0
53.6,71.4,100249.78,31,0,0,81.4
47.0,85.4,46277.43,28,0,0,61.4
77.6,89.8,125940.09,32,0,0,90.6
66.2,98.8,102520.22,16,0,0,91.3
61.7,85.5,56137.61,37,0,0,76.5
70.6,94.8,26549.7,32,0,0,89.9
67.5,69.3,18336.15,21,0,1,89.1
66.3,87.6,98207.24,31,0,0,81.9
45.1,54.9,26754.77,32,0,1,80.4
49.6,85.1,37772.97,30,0,0,69.3
76.2,83.6,76003.97,37,0,0,85.7
73.4,89.9,31260.77,21,0,0,78.4
70.7,90.8,202231.32,32,0,0,98.3
56.2,72.2,67421.84,26,0,0,74.6
76.5,78.7,125372.74,30,0,0,86.9
59.4,80.8,100840.32,28,0,0,73.4
84.5,68.9,16831.66,21,0,1,99.0
53.8,93.4,86875.17,39,0,1,100.0
57.1,72.7,59393.02,22,0,1,97.5
62.7,85.7,58032.92,28,0,0,76.9
77.7,78.6,59118.56,36,0,0,83.6
64.5,80.4,101453.63,34,0,0,82.4
65.6,82.0,136309.69,28,0,0,83.7
59.1,67.3,32989.32,17,0,0,72.6
69.0,78.7,62233.66,22,0,1,90.1
63.9,93.0,120687.77,33,0,0,83.5
53.2,88.8,53975.98,26,0,0,79.4
66.9,97.4,66269.86,25,0,0,87.4
67.3,54.3,66745.53,35,0,1,94.5
100.0,92.7,172367.69,25,0,0,100.0
55.8,59.7,87044.94,17,0,0,70.8
52.4,68.1,168604.35,23,0,0,72.7
69.2,60.6,143171.57,25,0,0,86.5
50.1,67.2,53448.78,37,0,0,67.6
48.9,68.2,69591.01,33,0,0,75.4
43.4,55.1,167054.89,24,0,0,68.0
53.4,80.0,33831.09,37,0,0,66.5
53.8,80.3,87601.74,30,0,0,80.0
45.8,78.6,88043.61,18,0,0,74.7
61.2,84.6,52145.83,15,0,0,70.1
29.5,75.6,49502.9,18,0,0,61.8
72.4,93.1,53018.45,22,0,0,93.9
56.6,97.3,85069.46,30,0,0,76.5
58.9,78.5,125051.66,20,0,0,87.4
73.8,88.0,86639.15,15,0,0,92.5
70.6,71.0,31924.06,30,0,1,88.5
55.6,75.6,127125.12,15,0,0,73.3
71.8,64.6,108712.68,34,1,0,75.6
88.2,89.9,52955.08,30,0,0,98.8
49.8,96.4,43163.98,36,0,0,68.2
76.3,74.4,38021.6,18,0,0,76.8
48.3,88.6,102453.94,39,0,0,62.3
82.6,99.6,23395.74,16,0,0,90.9
54.3,52.7,103718.43,28,0,0,67.0
53.7,84.8,47778.7,20,0,0,67.9
82.2,87.1,69040.79,37,0,1,100.0
75.8,58.2,10821.72,34,0,0,78.7
54.8,77.1,24669.7,26,0,0,71.6
66.9,98.7,42630.06,19,0,1,98.6
54.4,71.8,37941.61,28,0,1,89.8
41.1,94.1,87484.08,19,0,0,71.9
67.8,83.7,69675.27,32,0,0,79.5
59.7,77.7,157476.53,30,0,0,84.0
50.8,96.0,77394.07,35,0,0,80.1
84.6,77.3,43258.95,30,0,0,89.3
51.3,76.9,110378.79,24,1,0,76.9
67.2,94.8,47499.21,25,0,0,88.0
81.2,92.3,46154.78,35,0,0,88.0
61.2,84.7,59937.73,19,0,0,78.8
54.0,92.3,134537.21,18,0,0,82.6
69.5,88.8,101267.96,34,0,0,93.3
71.8,85.3,99701.89,21,1,0,72.2
78.1,89.8,159572.93,20,0,0,98.2
93.1,96.6,98527.34,29,0,0,100.0
58.1,83.2,32395.44,29,0,0,74.6
67.9,68.6,78367.25,38,0,0,86.1
46.0,71.6,134804.26,31,1,0,60.3
75.0,74.4,28025.99,24,0,0,72.5
67.8,80.6,59415.77,32,0,0,82.1
62.3,95.6,35104.14,25,1,1,91.2
55.7,59.0,63846.37,32,0,0,70.8
59.8,92.7,105621.56,16,0,0,81.5
68.5,84.3,117168.48,17,0,0,91.2
50.5,72.1,54606.41,20,0,1,87.0
60.4,92.7,83340.83,17,0,0,84.9
65.3,81.5,28225.14,21,0,1,92.5
41.9,69.8,24978.58,17,1,1,84.5
49.2,88.4,104798.81,29,0,0,66.0
55.1,89.0,13184.09,27,0,0,60.6
88.5,86.3,42460.82,20,0,0,96.0
52.5,71.1,83990.04,16,0,0,65.2
64.2,88.9,66856.96,16,0,0,82.2
49.4,93.6,14499.73,33,0,1,84.2
53.4,77.5,77872.57,22,0,0,79.8
43.4,47.1,38923.59,23,0,0,57.3
75.1,71.7,63602.48,16,0,0,81.6
45.1,51.8,43826.78,21,0,1,89.1
78.6,78.7,42357.73,31,0,0,87.3
72.0,72.8,24347.51,29,0,0,71.7
63.9,74.9,50035.39,18,0,0,66.9
79.1,71.7,111089.82,36,0,0,95.9
100.0,65.9,48469.11,37,0,0,96.0
72.2,66.1,49583.07,27,0,0,83.1
48.2,72.8,42097.58,17,0,0,71.9
87.3,91.4,31474.76,26,0,1,100.0
67.8,89.4,36355.79,17,0,0,82.0
96.7,79.6,66888.96,35,0,0,96.6
57.4,63.6,204766.09,33,0,0,86.5
84.2,81.5,97515.78,23,0,0,92.7
65.0,83.4,81635.47,30,0,0,87.5
100.0,78.0,162064.23,32,0,0,100.0
60.8,67.9,75656.92,30,0,0,82.0
100.0,87.3,102468.83,26,0,0,100.0
71.6,69.1,66633.48,21,0,0,81.8
77.7,82.1,75057.6,37,0,0,86.4
90.5,72.4,29606.43,33,0,1,100.0
53.2,75.6,51277.89,38,0,0,62.5
79.5,91.7,45208.4,26,0,0,78.8
60.6,87.5,44025.21,25,0,0,74.8
67.3,82.4,42751.95,26,0,0,78.0
66.2,64.7,122455.78,33,1,0,77.2
73.6,92.3,49797.96,35,0,0,91.1
73.0,42.5,55701.96,31,0,0,74.1
56.4,65.5,185789.59,29,0,0,80.6
66.9,97.1,88232.35,24,0,0,74.0
30.0,87.4,60112.94,18,0,0,71.5
79.9,84.4,101640.23,32,0,0,94.9
90.4,64.1,42849.28,27,1,0,85.3
67.9,92.3,48420.12,19,0,0,87.7
40.9,92.9,49969.54,34,1,0,45.8
76.1,74.3,67831.2,34,0,0,81.5
53.5,82.1,75610.98,18,0,0,74.3
67.7,86.8,37249.46,30,0,0,77.9
75.3,63.3,73386.43,35,0,0,85.9
73.2,75.7,81001.82,39,0,0,76.6
81.2,80.8,47389.22,39,0,0,83.7
67.2,85.8,55118.26,34,0,0,79.6
67.6,68.4,33912.01,23,0,0,70.6
76.1,61.8,28156.76,38,0,0,81.8
63.9,77.8,33739.99,35,0,0,75.2
54.7,92.1,85846.71,38,0,0,82.1
71.8,96.5,77769.88,21,0,0,98.2
48.1,84.0,156964.06,32,0,0,77.3
63.8,85.6,61031.06,24,0,0,83.4
44.3,81.9,61442.37,29,0,0,56.7
56.7,65.4,70867.85,38,0,0,63.1
57.3,81.7,35119.8,23,0,1,92.1
50.2,54.0,94061.34,32,0,0,65.6
81.5,53.3,72478.29,25,0,0,92.4
80.3,78.9,37284.01,26,0,0,88.2
84.7,72.6,72101.96,16,1,0,73.8
62.2,85.8,87485.75,23,0,0,82.5
58.5,72.1,30769.25,31,0,0,67.2
77.1,70.4,101585.11,17,0,0,95.5
66.9,85.5,47804.68,28,0,0,78.2
66.9,92.0,12898.12,17,0,1,93.1
26.8,67.0,97341.61,20,0,0,52.3
76.3,57.4,117168.38,25,0,0,80.8
74.4,84.4,34140.07,37,0,0,77.3
64.9,89.5,25964.74,17,0,0,82.6
77.2,98.1,116300.11,29,0,0,100.0
74.0,95.1,43972.48,22,0,0,93.8
54.5,85.2,117294.28,16,0,0,82.3
61.7,95.9,24441.04,25,0,0,72.3
49.9,96.0,120882.96,28,0,0,72.3
86.9,65.9,102403.5,17,0,0,95.1
79.7,81.1,78455.1,24,0,0,84.4
52.8,98.3,21979.62,32,0,1,99.9
74.3,87.2,49950.94,32,0,1,100.0
69.2,79.5,99087.28,26,0,0,84.8
54.7,96.3,25758.0,36,0,1,91.3
66.9,55.5,46111.9,33,0,1,89.2
77.9,83.9,73000.71,33,0,0,93.0
79.1,83.9,33540.65,23,0,1,100.0
100.0,90.8,114720.17,15,0,0,100.0
66.4,82.8,103912.42,39,0,0,84.6
61.4,80.4,67581.9,26,0,0,76.0
73.4,80.9,74385.24,16,0,0,84.1
62.3,71.7,45695.86,16,0,0,73.0
56.2,52.2,80406.8,19,0,0,69.5
51.1,84.1,44406.46,36,0,0,53.9
13.6,76.2,54263.62,38,0,0,47.8
76.0,57.1,46807.35,15,0,0,83.6
40.4,85.6,122732.54,26,1,0,55.8
51.8,77.4,109483.52,19,0,0,67.8
69.4,77.5,36253.0,28,0,0,85.2
60.2,76.8,116869.39,22,0,0,91.7
97.2,70.6,40174.63,25,1,0,83.6
42.4,60.3,151211.53,32,0,0,75.0
98.6,85.8,131330.89,24,0,0,100.0
85.7,87.0,179223.01,23,0,0,100.0
78.6,88.5,69318.88,29,0,0,86.9
86.6,86.7,52039.37,24,0,0,95.9
71.1,80.4,51463.0,18,0,0,83.7
39.5,56.0,72228.57,25,0,0,66.6
72.7,92.1,36061.87,37,0,0,80.3
42.8,82.2,17947.09,31,0,1,84.5
57.1,90.1,49029.03,32,0,0,78.0
63.8,82.9,61112.03,31,0,0,80.2
51.3,76.2,79044.26,38,0,0,71.9
79.2,80.3,73029.02,15,0,0,96.7
61.8,71.9,64242.08,39,1,1,81.5
71.1,94.0,107445.11,26,0,0,92.6
64.9,90.5,38703.64,37,0,0,73.7
66.9,54.1,42786.92,29,0,0,68.0
51.7,61.0,171886.09,35,0,0,75.1
47.4,93.2,12186.88,31,0,1,87.5
62.7,74.6,104769.28,34,0,0,82.0
50.5,71.1,79356.44,17,0,0,69.6
85.9,88.8,59832.74,21,1,0,87.3
44.4,85.4,93721.73,15,0,0,76.0
100.0,43.8,85754.71,34,0,0,100.0
69.5,68.1,28864.0,25,0,1,89.8
66.0,87.1,36792.14,19,0,0,75.1
56.9,90.6,47082.61,17,0,0,75.8
74.9,80.6,20730.71,35,0,1,87.7
61.9,87.8,59616.02,34,0,0,88.4
69.5,78.5,82351.87,35,0,0,80.5
77.6,94.8,107244.46,23,0,0,90.0
75.0,78.3,62254.42,38,0,0,83.5
83.6,78.4,41159.7,22,0,0,88.2
73.1,82.8,66970.16,16,1,0,76.7
50.7,98.5,57563.04,33,0,0,74.9
33.8,84.5,88657.92,30,0,0,58.2
68.2,88.4,58530.85,30,0,0,83.2
68.4,75.7,93407.57,18,0,0,82.3
93.9,88.7,52537.87,24,0,0,94.7
63.3,81.0,114132.26,31,1,0,77.1
70.6,77.4,65432.36,39,0,0,72.5
76.7,84.2,44402.73,29,1,0,78.0
72.7,75.4,50687.39,32,0,0,89.5
77.7,86.6,86122.1,16,0,0,92.9
52.7,91.3,31717.94,22,0,1,100.0
50.4,83.6,56118.89,24,0,0,73.8
60.8,86.0,102191.44,39,0,0,78.6
32.4,64.3,77531.73,15,0,0,54.6
